Studiekode,Studienavn,Lærested,Studiested,Utdanningsområde og -type,Kvote,Opptaksrunde,År,Poenggrense
217 440,Idrettsvitenskap,UIS,Stavanger,IDRETT,ORDF,Hovedopptak,2021,41.9
217 454,Journalistikk,UIS,Stavanger,MEDIEFAG,ORD,Hovedopptak,2021,49.6
217 454,Journalistikk,UIS,Stavanger,MEDIEFAG,ORDF,Hovedopptak,2021,44.1
217 481,"Historie, bachelor",UIS,Stavanger,HISTORIE,ORD,Hovedopptak,2021,40.5
217 481,"Historie, bachelor",UIS,Stavanger,HISTORIE,ORDF,Hovedopptak,2021,33
217 482,"Religion, kultur og samfunn",UIS,Stavanger,HISTORIE,ORD,Hovedopptak,2021,0
217 482,"Religion, kultur og samfunn",UIS,Stavanger,HISTORIE,ORDF,Hovedopptak,2021,0
217 526,Rettsvitenskap,UIS,Stavanger,JUS,ORD,Hovedopptak,2021,55.4
217 526,Rettsvitenskap,UIS,Stavanger,JUS,ORDF,Hovedopptak,2021,51.5
217 530,Byplanlegging og samfunnssikkerhet,UIS,Stavanger,SAMFUNN,ORD,Hovedopptak,2021,54.8
217 530,Byplanlegging og samfunnssikkerhet,UIS,Stavanger,SAMFUNN,ORDF,Hovedopptak,2021,45.5
217 547,"Grunnskolelærer, 1.-7. trinn",UIS,Stavanger,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
217 547,"Grunnskolelærer, 1.-7. trinn",UIS,Stavanger,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
217 554,Paramedisin,UIS,Stavanger,HELSEFAG - ANNET,ORD,Hovedopptak,2021,61.1
217 554,Paramedisin,UIS,Stavanger,HELSEFAG - ANNET,ORDF,Hovedopptak,2021,53
217 618,Drama- og teaterkommunikasjon,UIS,Stavanger,ESTETISK,ORD,Hovedopptak,2021,0
217 618,Drama- og teaterkommunikasjon,UIS,Stavanger,ESTETISK,ORDF,Hovedopptak,2021,0
217 642,Kunst og håndverk,UIS,Stavanger,ESTETISK,ORD,Hovedopptak,2021,57.8
217 642,Kunst og håndverk,UIS,Stavanger,ESTETISK,ORDF,Hovedopptak,2021,43.5
217 649,Idrett,UIS,Stavanger,IDRETT,ORD,Hovedopptak,2021,48.2
217 649,Idrett,UIS,Stavanger,IDRETT,ORDF,Hovedopptak,2021,46.4
217 651,"Grunnskolelærer, 5.-10. trinn, norsk",UIS,Stavanger,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
217 651,"Grunnskolelærer, 5.-10. trinn, norsk",UIS,Stavanger,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
217 655,"Grunnskolelærer, 5.-10. trinn, matematikk",UIS,Stavanger,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
217 655,"Grunnskolelærer, 5.-10. trinn, matematikk",UIS,Stavanger,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
217 747,Matematikk og fysikk,UIS,Stavanger,REALFAG,ORD,Hovedopptak,2021,0
217 747,Matematikk og fysikk,UIS,Stavanger,REALFAG,ORDF,Hovedopptak,2021,0
217 755,Konstruksjoner og materialer,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,0
217 755,Konstruksjoner og materialer,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 760,Datateknologi,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,44.9
217 760,Datateknologi,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,39.8
217 798,Kybernetikk og robotteknologi,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,0
217 798,Kybernetikk og robotteknologi,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 801,Petroleumsteknologi,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,0
217 801,Petroleumsteknologi,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 802,Marin- og undervannsteknologi,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,0
217 802,Marin- og undervannsteknologi,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 804,Data Science,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,47.3
217 804,Data Science,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 813,"Industriell økonomi, alle linjer",UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,54.4
217 813,"Industriell økonomi, alle linjer",UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,39.8
217 843,"Lektor, 8.-13. trinn, realfag",UIS,Stavanger,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
217 843,"Lektor, 8.-13. trinn, realfag",UIS,Stavanger,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
217 844,"Lektor, 8.-13. trinn, humanistiske fag",UIS,Stavanger,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
217 844,"Lektor, 8.-13. trinn, humanistiske fag",UIS,Stavanger,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
217 860,Biologisk kjemi,UIS,Stavanger,REALFAG,ORD,Hovedopptak,2021,48.4
217 860,Biologisk kjemi,UIS,Stavanger,REALFAG,ORDF,Hovedopptak,2021,41.9
217 876,Psykologi,UIS,Stavanger,SAMFUNN,ORD,Hovedopptak,2021,53.8
217 876,Psykologi,UIS,Stavanger,SAMFUNN,ORDF,Hovedopptak,2021,48.3
217 880,"Sosiologi, bachelor",UIS,Stavanger,SAMFUNN,ORD,Hovedopptak,2021,43.9
217 880,"Sosiologi, bachelor",UIS,Stavanger,SAMFUNN,ORDF,Hovedopptak,2021,38.3
217 881,Statsvitenskap,UIS,Stavanger,SAMFUNN,ORD,Hovedopptak,2021,44.5
217 881,Statsvitenskap,UIS,Stavanger,SAMFUNN,ORDF,Hovedopptak,2021,41.3
217 887,Engelsk språk og litteratur,UIS,Stavanger,SPRÅK,ORD,Hovedopptak,2021,38
217 887,Engelsk språk og litteratur,UIS,Stavanger,SPRÅK,ORDF,Hovedopptak,2021,33.6
217 889,Nordisk språk og litteratur,UIS,Stavanger,SPRÅK,ORD,Hovedopptak,2021,0
217 889,Nordisk språk og litteratur,UIS,Stavanger,SPRÅK,ORDF,Hovedopptak,2021,0
217 906,"Toll, vareførsel og grensekontroll",UIS,Stavanger,JUS,ORD,Hovedopptak,2021,58.9
217 906,"Toll, vareførsel og grensekontroll",UIS,Stavanger,JUS,ORDF,Hovedopptak,2021,52.5
217 938,Byplanlegging,UIS,Stavanger,TEKNO - SIVING,ORD,Hovedopptak,2021,0
217 938,Byplanlegging,UIS,Stavanger,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
217 947,"Ingeniør, geo- og energiressurser",UIS,Stavanger,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
217 947,"Ingeniør, geo- og energiressurser",UIS,Stavanger,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 003,"Ingeniør, bygg - konstruksjon og byggdesign",USN,Porsgrunn,TEKNO - INGENIØR,ORD,Hovedopptak,2021,49.9
222 003,"Ingeniør, bygg - konstruksjon og byggdesign",USN,Porsgrunn,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,37.2
222 004,"Ingeniør, data - cybersikkerhet",USN,Horten,TEKNO - INGENIØR,ORD,Hovedopptak,2021,43.4
222 004,"Ingeniør, data - cybersikkerhet",USN,Horten,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 006,"Ingeniør, elektro - elkraftteknikk",USN,Porsgrunn,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 006,"Ingeniør, elektro - elkraftteknikk",USN,Porsgrunn,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 012,"Ingeniør, maskin - produktdesign",USN,Horten,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 012,"Ingeniør, maskin - produktdesign",USN,Horten,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,-1
222 017,"Ingeniør, elektro - elektro-automasjon og robotikk",USN,Horten,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 017,"Ingeniør, elektro - elektro-automasjon og robotikk",USN,Horten,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 024,"Ingeniør, elektronikk - elektronisk systemdesign",USN,Horten,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 024,"Ingeniør, elektronikk - elektronisk systemdesign",USN,Horten,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,-1
222 033,"Ingeniør, bygg - plan og infrastruktur",USN,Porsgrunn,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 033,"Ingeniør, bygg - plan og infrastruktur",USN,Porsgrunn,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 044,Skipsfart og logistikk,USN,Horten,TEKNO - MARITIM,ORD,Hovedopptak,2021,49.2
222 044,Skipsfart og logistikk,USN,Horten,TEKNO - MARITIM,ORDF,Hovedopptak,2021,41.5
222 050,"Sykepleie, Horten",USN,Horten,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,47.8
222 050,"Sykepleie, Horten",USN,Horten,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,40.5
222 051,"Sykepleie, Drammen",USN,Drammen,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,48.4
222 051,"Sykepleie, Drammen",USN,Drammen,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,41.1
222 054,"Sykepleie, Porsgrunn",USN,Porsgrunn,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,48
222 054,"Sykepleie, Porsgrunn",USN,Porsgrunn,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,42.1
222 060,Vernepleie,USN,Porsgrunn,HELSEFAG - VERNEPL,ORD,Hovedopptak,2021,48.3
222 060,Vernepleie,USN,Porsgrunn,HELSEFAG - VERNEPL,ORDF,Hovedopptak,2021,39.5
222 068,"Ingeniør, elektronikk - kybernetikk",USN,Kongsberg,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 068,"Ingeniør, elektronikk - kybernetikk",USN,Kongsberg,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 069,"Ingeniør, maskin - produktutvikling",USN,Kongsberg,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 069,"Ingeniør, maskin - produktutvikling",USN,Kongsberg,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 070,Barnevern,USN,Porsgrunn,HELSEFAG - BARNEVER,ORD,Hovedopptak,2021,48
222 070,Barnevern,USN,Porsgrunn,HELSEFAG - BARNEVER,ORDF,Hovedopptak,2021,42
222 083,"Grunnskolelærer, 5.-10. trinn, Drammen",USN,Drammen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
222 083,"Grunnskolelærer, 5.-10. trinn, Drammen",USN,Drammen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
222 084,"Grunnskolelærer, 1.-7. trinn, Notodden",USN,Notodden,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
222 084,"Grunnskolelærer, 1.-7. trinn, Notodden",USN,Notodden,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
222 090,"Ingeniør, elektro - informatikk og automatisering",USN,Porsgrunn,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
222 090,"Ingeniør, elektro - informatikk og automatisering",USN,Porsgrunn,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 098,Design i nye medier,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,53.3
222 098,Design i nye medier,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 130,"Barnehagelærer, Horten",USN,Horten,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,35.7
222 130,"Barnehagelærer, Horten",USN,Horten,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
222 131,"Barnehagelærer, Horten, deltid",USN,Horten,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,37
222 131,"Barnehagelærer, Horten, deltid",USN,Horten,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
222 132,"Barnehagelærer, Drammen",USN,Drammen,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,44.8
222 132,"Barnehagelærer, Drammen",USN,Drammen,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,33.7
222 133,"Barnehagelærer, Porsgrunn",USN,Porsgrunn,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,41.7
222 133,"Barnehagelærer, Porsgrunn",USN,Porsgrunn,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,30
222 134,"Barnehagelærer, Notodden, deltid",USN,Notodden,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,40.1
222 134,"Barnehagelærer, Notodden, deltid",USN,Notodden,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
222 135,"Barnehagelærer, Notodden",USN,Notodden,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,37.5
222 135,"Barnehagelærer, Notodden",USN,Notodden,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
222 140,Faglærer i kroppsøving og idrettsfag,USN,Notodden,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
222 140,Faglærer i kroppsøving og idrettsfag,USN,Notodden,LÆRER - FAGLÆRER,ORDF,Hovedopptak,2021,0
222 150,"Faglærer i design, kunst og håndverk",USN,Notodden,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
222 150,"Faglærer i design, kunst og håndverk",USN,Notodden,LÆRER - FAGLÆRER,ORDF,Hovedopptak,2021,0
222 170,"Engelsk, Bø",USN,Midt-Telemark,SPRÅK,ORD,Hovedopptak,2021,0
222 170,"Engelsk, Bø",USN,Midt-Telemark,SPRÅK,ORDF,Hovedopptak,2021,0
222 172,"Friluftsliv, kultur og naturveiledning",USN,Midt-Telemark,IDRETT,ORD,Hovedopptak,2021,0
222 172,"Friluftsliv, kultur og naturveiledning",USN,Midt-Telemark,IDRETT,ORDF,Hovedopptak,2021,0
222 179,"Historie, Horten, årsstudium",USN,Horten,HISTORIE,ORD,Hovedopptak,2021,0
222 179,"Historie, Horten, årsstudium",USN,Horten,HISTORIE,ORDF,Hovedopptak,2021,0
222 185,Idrett,USN,Midt-Telemark,IDRETT,ORD,Hovedopptak,2021,0
222 185,Idrett,USN,Midt-Telemark,IDRETT,ORDF,Hovedopptak,2021,0
222 192,Instrumentmaking,USN,Vinje,ESTETISK,ORD,Hovedopptak,2021,51.4
222 192,Instrumentmaking,USN,Vinje,ESTETISK,ORDF,Hovedopptak,2021,41.7
222 210,"Norsk, Horten",USN,Horten,SPRÅK,ORD,Hovedopptak,2021,0
222 210,"Norsk, Horten",USN,Horten,SPRÅK,ORDF,Hovedopptak,2021,-1
222 251,Visuell kommunikasjon,USN,Drammen,MEDIEFAG,ORD,Hovedopptak,2021,50.1
222 251,Visuell kommunikasjon,USN,Drammen,MEDIEFAG,ORDF,Hovedopptak,2021,43.4
222 302,"Friluftsliv, kultur- og naturveiledning",USN,Midt-Telemark,IDRETT,ORD,Hovedopptak,2021,0
222 302,"Friluftsliv, kultur- og naturveiledning",USN,Midt-Telemark,IDRETT,ORDF,Hovedopptak,2021,0
222 308,Kulturledelse,USN,Midt-Telemark,SAMFUNN,ORD,Hovedopptak,2021,0
222 308,Kulturledelse,USN,Midt-Telemark,SAMFUNN,ORDF,Hovedopptak,2021,0
222 315,Natur- og miljøforvaltning,USN,Midt-Telemark,REALFAG,ORD,Hovedopptak,2021,0
222 315,Natur- og miljøforvaltning,USN,Midt-Telemark,REALFAG,ORDF,Hovedopptak,2021,0
222 330,"Økonomi og ledelse, Drammen",USN,Drammen,ØKADM,ORD,Hovedopptak,2021,47.2
222 330,"Økonomi og ledelse, Drammen",USN,Drammen,ØKADM,ORDF,Hovedopptak,2021,42
222 345,Siviløkonom,USN,Ringerike,ØKADM,ORD,Hovedopptak,2021,0
222 345,Siviløkonom,USN,Ringerike,ØKADM,ORDF,Hovedopptak,2021,0
222 351,Ungdomskunnskap,USN,Horten,PEDFAG,ORD,Hovedopptak,2021,52.5
222 351,Ungdomskunnskap,USN,Horten,PEDFAG,ORDF,Hovedopptak,2021,40
222 352,Marinteknisk drift,USN,Horten,TEKNO - MARITIM,ORD,Hovedopptak,2021,45.2
222 352,Marinteknisk drift,USN,Horten,TEKNO - MARITIM,ORDF,Hovedopptak,2021,32.2
222 353,Nautikk,USN,Horten,TEKNO - MARITIM,ORD,Hovedopptak,2021,46.3
222 353,Nautikk,USN,Horten,TEKNO - MARITIM,ORDF,Hovedopptak,2021,37
222 359,Markedsføringsledelse,USN,Ringerike,ØKADM,ORD,Hovedopptak,2021,31
222 359,Markedsføringsledelse,USN,Ringerike,ØKADM,ORDF,Hovedopptak,2021,31.4
222 366,Idéhistorie,USN,Midt-Telemark,HISTORIE,ORD,Hovedopptak,2021,42.9
222 366,Idéhistorie,USN,Midt-Telemark,HISTORIE,ORDF,Hovedopptak,2021,0
222 368,Eiendomsmegling,USN,Midt-Telemark,ØKADM,ORD,Hovedopptak,2021,44.1
222 368,Eiendomsmegling,USN,Midt-Telemark,ØKADM,ORDF,Hovedopptak,2021,40
222 369,"Økonomi og ledelse, Horten",USN,Horten,ØKADM,ORD,Hovedopptak,2021,47.1
222 369,"Økonomi og ledelse, Horten",USN,Horten,ØKADM,ORDF,Hovedopptak,2021,40
222 395,"IT og informasjonssystemer, Ringerike",USN,Ringerike,INFOTEKN,ORD,Hovedopptak,2021,45.4
222 395,"IT og informasjonssystemer, Ringerike",USN,Ringerike,INFOTEKN,ORDF,Hovedopptak,2021,31.8
222 404,"Økonomi og ledelse, Kongsberg",USN,Kongsberg,ØKADM,ORD,Hovedopptak,2021,39.9
222 404,"Økonomi og ledelse, Kongsberg",USN,Kongsberg,ØKADM,ORDF,Hovedopptak,2021,30.4
222 412,Informasjonsbehandling,USN,Midt-Telemark,INFOTEKN,ORD,Hovedopptak,2021,57.6
222 412,Informasjonsbehandling,USN,Midt-Telemark,INFOTEKN,ORDF,Hovedopptak,2021,0
222 414,"Økonomi og ledelse, Ringerike",USN,Ringerike,ØKADM,ORD,Hovedopptak,2021,39.2
222 414,"Økonomi og ledelse, Ringerike",USN,Ringerike,ØKADM,ORDF,Hovedopptak,2021,32.7
222 440,"Idrett, ernæring og helse",USN,Horten,IDRETT,ORD,Hovedopptak,2021,44.3
222 440,"Idrett, ernæring og helse",USN,Horten,IDRETT,ORDF,Hovedopptak,2021,37.1
222 441,Visuelle kunstfag og design,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 441,Visuelle kunstfag og design,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 442,"Folkekunst, bachelor",USN,Vinje,ESTETISK,ORD,Hovedopptak,2021,0
222 442,"Folkekunst, bachelor",USN,Vinje,ESTETISK,ORDF,Hovedopptak,2021,0
222 443,"Folkemusikk, bachelor",USN,Vinje,ESTETISK,ORD,Hovedopptak,2021,0
222 443,"Folkemusikk, bachelor",USN,Vinje,ESTETISK,ORDF,Hovedopptak,2021,0
222 449,"IT og informasjonssystemer, Bø",USN,Midt-Telemark,INFOTEKN,ORD,Hovedopptak,2021,44.7
222 449,"IT og informasjonssystemer, Bø",USN,Midt-Telemark,INFOTEKN,ORDF,Hovedopptak,2021,28.5
222 453,"IT og informasjonssystemer, Horten",USN,Horten,INFOTEKN,ORD,Hovedopptak,2021,50.9
222 453,"IT og informasjonssystemer, Horten",USN,Horten,INFOTEKN,ORDF,Hovedopptak,2021,38
222 470,"Økonomi og ledelse, Bø",USN,Midt-Telemark,ØKADM,ORD,Hovedopptak,2021,39.1
222 470,"Økonomi og ledelse, Bø",USN,Midt-Telemark,ØKADM,ORDF,Hovedopptak,2021,0
222 473,Internasjonal markedsføring og reiseliv,USN,Midt-Telemark,ØKADM,ORD,Hovedopptak,2021,0
222 473,Internasjonal markedsføring og reiseliv,USN,Midt-Telemark,ØKADM,ORDF,Hovedopptak,2021,0
222 481,"Historie, Horten, bachelor",USN,Horten,HISTORIE,ORD,Hovedopptak,2021,0
222 481,"Historie, Horten, bachelor",USN,Horten,HISTORIE,ORDF,Hovedopptak,2021,0
222 488,"Idrett, trening og ledelse",USN,Midt-Telemark,IDRETT,ORD,Hovedopptak,2021,0
222 488,"Idrett, trening og ledelse",USN,Midt-Telemark,IDRETT,ORDF,Hovedopptak,2021,0
222 503,"Ingeniør, data - cyber physical systems",USN,Kongsberg,TEKNO - INGENIØR,ORD,Hovedopptak,2021,40.8
222 503,"Ingeniør, data - cyber physical systems",USN,Kongsberg,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 505,Leire - kunst og design 1,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 505,Leire - kunst og design 1,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 513,"Historie, Bø, bachelor",USN,Midt-Telemark,HISTORIE,ORD,Hovedopptak,2021,46.8
222 513,"Historie, Bø, bachelor",USN,Midt-Telemark,HISTORIE,ORDF,Hovedopptak,2021,0
222 526,Jus,USN,Ringerike,JUS,ORD,Hovedopptak,2021,53.6
222 526,Jus,USN,Ringerike,JUS,ORDF,Hovedopptak,2021,48.5
222 532,"Tre m/metall - kunst, håndverk og design 1",USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 532,"Tre m/metall - kunst, håndverk og design 1",USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 543,Tekstil - kunst og design 1,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 543,Tekstil - kunst og design 1,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 547,"Grunnskolelærer, 1.-7. trinn, Horten",USN,Horten,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
222 547,"Grunnskolelærer, 1.-7. trinn, Horten",USN,Horten,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
222 548,"Grunnskolelærer, 1.-7. trinn, Drammen",USN,Drammen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
222 548,"Grunnskolelærer, 1.-7. trinn, Drammen",USN,Drammen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
222 557,"Grunnskolelærer, 1.-7. trinn, Porsgrunn",USN,Porsgrunn,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
222 557,"Grunnskolelærer, 1.-7. trinn, Porsgrunn",USN,Porsgrunn,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
222 567,"Grunnskolelærer, 5.-10. trinn, Notodden",USN,Notodden,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
222 567,"Grunnskolelærer, 5.-10. trinn, Notodden",USN,Notodden,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
222 569,"Grunnskolelærer, 5.-10. trinn, Porsgrunn",USN,Porsgrunn,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
222 569,"Grunnskolelærer, 5.-10. trinn, Porsgrunn",USN,Porsgrunn,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
222 602,Digital mediedesign,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,58.2
222 602,Digital mediedesign,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,30.8
222 605,Natur og miljø,USN,Midt-Telemark,REALFAG,ORD,Hovedopptak,2021,0
222 605,Natur og miljø,USN,Midt-Telemark,REALFAG,ORDF,Hovedopptak,2021,0
222 613,"Historie, Bø, årsstudium",USN,Midt-Telemark,HISTORIE,ORD,Hovedopptak,2021,38
222 613,"Historie, Bø, årsstudium",USN,Midt-Telemark,HISTORIE,ORDF,Hovedopptak,2021,0
222 616,"Norsk, Bø",USN,Midt-Telemark,SPRÅK,ORD,Hovedopptak,2021,0
222 616,"Norsk, Bø",USN,Midt-Telemark,SPRÅK,ORDF,Hovedopptak,2021,0
222 622,"Engelsk, Bø, deltid",USN,Midt-Telemark,SPRÅK,ORD,Hovedopptak,2021,51.5
222 622,"Engelsk, Bø, deltid",USN,Midt-Telemark,SPRÅK,ORDF,Hovedopptak,2021,0
222 623,"Engelsk, Horten",USN,Horten,SPRÅK,ORD,Hovedopptak,2021,43.8
222 623,"Engelsk, Horten",USN,Horten,SPRÅK,ORDF,Hovedopptak,2021,0
222 628,"Folkekunst, årsstudium",USN,Vinje,ESTETISK,ORD,Hovedopptak,2021,0
222 628,"Folkekunst, årsstudium",USN,Vinje,ESTETISK,ORDF,Hovedopptak,2021,0
222 629,"Folkemusikk, årsstudium",USN,Vinje,ESTETISK,ORD,Hovedopptak,2021,0
222 629,"Folkemusikk, årsstudium",USN,Vinje,ESTETISK,ORDF,Hovedopptak,2021,0
222 630,Kunst og håndverk,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 630,Kunst og håndverk,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 637,Tegning - bilde,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 637,Tegning - bilde,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
222 642,Kunst og design,USN,Horten,ESTETISK,ORD,Hovedopptak,2021,38.2
222 642,Kunst og design,USN,Horten,ESTETISK,ORDF,Hovedopptak,2021,0
222 649,Kroppsøving og idrettsfag,USN,Notodden,IDRETT,ORD,Hovedopptak,2021,0
222 649,Kroppsøving og idrettsfag,USN,Notodden,IDRETT,ORDF,Hovedopptak,2021,0
222 660,"Grunnskolelærer, 5.-10. trinn, Horten",USN,Horten,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
222 660,"Grunnskolelærer, 5.-10. trinn, Horten",USN,Horten,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
222 662,Naturfag,USN,Midt-Telemark,REALFAG,ORD,Hovedopptak,2021,49
222 662,Naturfag,USN,Midt-Telemark,REALFAG,ORDF,Hovedopptak,2021,0
222 667,Musikk,USN,Horten,ESTETISK,ORD,Hovedopptak,2021,0
222 667,Musikk,USN,Horten,ESTETISK,ORDF,Hovedopptak,2021,0
222 672,"Norsk, Bø, deltid",USN,Midt-Telemark,SPRÅK,ORD,Hovedopptak,2021,53.3
222 672,"Norsk, Bø, deltid",USN,Midt-Telemark,SPRÅK,ORDF,Hovedopptak,2021,0
222 676,Spesialpedagogikk ,USN,Notodden,PEDFAG,ORD,Hovedopptak,2021,54.2
222 676,Spesialpedagogikk ,USN,Notodden,PEDFAG,ORDF,Hovedopptak,2021,31.8
222 684,"Lektor, historie, 8.-13. trinn",USN,Horten,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
222 684,"Lektor, historie, 8.-13. trinn",USN,Horten,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
222 687,"Lektor, norsk, 8.-13. trinn",USN,Horten,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,-2
222 687,"Lektor, norsk, 8.-13. trinn",USN,Horten,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,-2
222 688,"Ingeniør, kjemi - ren energi- og prosessteknologi",USN,Porsgrunn,TEKNO - INGENIØR,ORD,Hovedopptak,2021,43.4
222 688,"Ingeniør, kjemi - ren energi- og prosessteknologi",USN,Porsgrunn,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
222 701,Radiografi,USN,Drammen,HELSEFAG - RADIO,ORD,Hovedopptak,2021,52.8
222 701,Radiografi,USN,Drammen,HELSEFAG - RADIO,ORDF,Hovedopptak,2021,42.9
222 777,Blues,USN,Notodden,ESTETISK,ORD,Hovedopptak,2021,0
222 777,Blues,USN,Notodden,ESTETISK,ORDF,Hovedopptak,2021,0
