Studiekode,Studienavn,Lærested,Studiested,Utdanningsområde og -type,Kvote,Opptaksrunde,År,Poenggrense
186 700,Ergoterapi,UIT,Tromsø,HELSEFAG - ERGO,ORD,Hovedopptak,2021,41.6
186 700,Ergoterapi,UIT,Tromsø,HELSEFAG - ERGO,ORDF,Hovedopptak,2021,40.8
186 701,Radiografi,UIT,Tromsø,HELSEFAG - RADIO,ORD,Hovedopptak,2021,50.5
186 701,Radiografi,UIT,Tromsø,HELSEFAG - RADIO,ORDF,Hovedopptak,2021,44.2
186 702,Bioingeniør,UIT,Tromsø,HELSEFAG - BIOING,ORD,Hovedopptak,2021,51.5
186 702,Bioingeniør,UIT,Tromsø,HELSEFAG - BIOING,ORDF,Hovedopptak,2021,54
186 703,Fysioterapi,UIT,Tromsø,HELSEFAG - FYSIO,ORD,Hovedopptak,2021,63.1
186 703,Fysioterapi,UIT,Tromsø,HELSEFAG - FYSIO,ORDF,Hovedopptak,2021,55.9
186 708,Ernæring,UIT,Tromsø,HELSEFAG - ERNÆRING,ORD,Hovedopptak,2021,0
186 708,Ernæring,UIT,Tromsø,HELSEFAG - ERNÆRING,ORDF,Hovedopptak,2021,0
186 709,Akvamedisin,UIT,Tromsø,REALFAG,ORD,Hovedopptak,2021,53.1
186 709,Akvamedisin,UIT,Tromsø,REALFAG,ORDF,Hovedopptak,2021,48.6
186 724,Rettsvitenskap,UIT,Tromsø,JUS,ORD,Hovedopptak,2021,61
186 724,Rettsvitenskap,UIT,Tromsø,JUS,ORDF,Hovedopptak,2021,54.4
186 740,Medisin,UIT,Tromsø,HELSEFAG - MEDISIN,ORD,Hovedopptak,2021,68
186 740,Medisin,UIT,Tromsø,HELSEFAG - MEDISIN,ORDF,Hovedopptak,2021,60.3
186 742,Odontologi,UIT,Tromsø,HELSEFAG - ODONT,ORD,Hovedopptak,2021,66.2
186 742,Odontologi,UIT,Tromsø,HELSEFAG - ODONT,ORDF,Hovedopptak,2021,58.2
186 743,Tannpleie,UIT,Tromsø,HELSEFAG - ODONT,ORD,Hovedopptak,2021,51.9
186 743,Tannpleie,UIT,Tromsø,HELSEFAG - ODONT,ORDF,Hovedopptak,2021,51
186 749,Farmasi,UIT,Tromsø,HELSEFAG - RESEPTAR,ORD,Hovedopptak,2021,50.1
186 749,Farmasi,UIT,Tromsø,HELSEFAG - RESEPTAR,ORDF,Hovedopptak,2021,46.8
186 752,"Psykologi, årsstudium",UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,47.3
186 752,"Psykologi, årsstudium",UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,45.4
186 754,Naturbasert reiseliv og entreprenørskap,UIT,Alta,REISELIV,ORD,Hovedopptak,2021,0
186 754,Naturbasert reiseliv og entreprenørskap,UIT,Alta,REISELIV,ORDF,Hovedopptak,2021,0
186 769,"Energi, klima og miljø",UIT,Tromsø,TEKNO - SIVING,ORD,Hovedopptak,2021,0
186 769,"Energi, klima og miljø",UIT,Tromsø,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
186 785,"Informatikk, datamaskinsystemer",UIT,Tromsø,TEKNO - SIVING,ORD,Hovedopptak,2021,0
186 785,"Informatikk, datamaskinsystemer",UIT,Tromsø,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
186 796,Drama og teater,UIT,Tromsø,ESTETISK,ORD,Hovedopptak,2021,-2
186 796,Drama og teater,UIT,Tromsø,ESTETISK,ORDF,Hovedopptak,2021,-2
186 803,Kunstig intelligens,UIT,Tromsø,TEKNO - SIVING,ORD,Hovedopptak,2021,44
186 803,Kunstig intelligens,UIT,Tromsø,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
186 807,"Informatikk, cybersikkerhet",UIT,Tromsø,INFOTEKN,ORD,Hovedopptak,2021,0
186 807,"Informatikk, cybersikkerhet",UIT,Tromsø,INFOTEKN,ORDF,Hovedopptak,2021,0
186 814,Romfysikk,UIT,Tromsø,TEKNO - SIVING,ORD,Hovedopptak,2021,0
186 814,Romfysikk,UIT,Tromsø,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
186 838,Medieproduksjon,UIT,Alta,MEDIEFAG,ORD,Hovedopptak,2021,0
186 838,Medieproduksjon,UIT,Alta,MEDIEFAG,ORDF,Hovedopptak,2021,0
186 843,"Lektor, 8.-13. trinn, realfag",UIT,Tromsø,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
186 843,"Lektor, 8.-13. trinn, realfag",UIT,Tromsø,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
186 844,"Lektor, 8.-13. trinn, språk og samfunnsfag",UIT,Tromsø,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
186 844,"Lektor, 8.-13. trinn, språk og samfunnsfag",UIT,Tromsø,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
186 846,Medie- og dokumentasjonsvitenskap,UIT,Tromsø,MEDIEFAG,ORD,Hovedopptak,2021,0
186 846,Medie- og dokumentasjonsvitenskap,UIT,Tromsø,MEDIEFAG,ORDF,Hovedopptak,2021,0
186 852,"Pedagogikk, bachelor",UIT,Tromsø,PEDFAG,ORD,Hovedopptak,2021,45.9
186 852,"Pedagogikk, bachelor",UIT,Tromsø,PEDFAG,ORDF,Hovedopptak,2021,36
186 853,Spesialpedagogikk,UIT,Tromsø,PEDFAG,ORD,Hovedopptak,2021,55
186 853,Spesialpedagogikk,UIT,Tromsø,PEDFAG,ORDF,Hovedopptak,2021,39.6
186 859,Geologi,UIT,Tromsø,REALFAG,ORD,Hovedopptak,2021,0
186 859,Geologi,UIT,Tromsø,REALFAG,ORDF,Hovedopptak,2021,0
186 860,Kjemi,UIT,Tromsø,REALFAG,ORD,Hovedopptak,2021,0
186 860,Kjemi,UIT,Tromsø,REALFAG,ORDF,Hovedopptak,2021,0
186 862,Matematiske realfag,UIT,Tromsø,REALFAG,ORD,Hovedopptak,2021,0
186 862,Matematiske realfag,UIT,Tromsø,REALFAG,ORDF,Hovedopptak,2021,0
186 867,"Ledelse, innovasjon og marked, Tromsø",UIT,Tromsø,ØKADM,ORD,Hovedopptak,2021,42.8
186 867,"Ledelse, innovasjon og marked, Tromsø",UIT,Tromsø,ØKADM,ORDF,Hovedopptak,2021,39
186 876,"Psykologi, bachelor",UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,52.3
186 876,"Psykologi, bachelor",UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,47.7
186 877,Samfunnssikkerhet og miljø,UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,48.5
186 877,Samfunnssikkerhet og miljø,UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,37.9
186 879,Sosialantropologi,UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,0
186 879,Sosialantropologi,UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,0
186 880,Sosiologi,UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,0
186 880,Sosiologi,UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,0
186 881,Statsvitenskap,UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,0
186 881,Statsvitenskap,UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,0
186 886,Russisk,UIT,Tromsø,SPRÅK,ORD,Hovedopptak,2021,0
186 886,Russisk,UIT,Tromsø,SPRÅK,ORDF,Hovedopptak,2021,0
186 887,"Engelsk, bachelor",UIT,Tromsø,SPRÅK,ORD,Hovedopptak,2021,0
186 887,"Engelsk, bachelor",UIT,Tromsø,SPRÅK,ORDF,Hovedopptak,2021,0
186 889,Nordisk språk og litteratur,UIT,Tromsø,SPRÅK,ORD,Hovedopptak,2021,0
186 889,Nordisk språk og litteratur,UIT,Tromsø,SPRÅK,ORDF,Hovedopptak,2021,0
186 898,Samfunnsøkonomi med datavitenskap,UIT,Tromsø,ØKADM,ORD,Hovedopptak,2021,0
186 898,Samfunnsøkonomi med datavitenskap,UIT,Tromsø,ØKADM,ORDF,Hovedopptak,2021,0
186 910,"Religionsvitenskap, årsstudium",UIT,Tromsø,HISTORIE,ORD,Hovedopptak,2021,0
186 910,"Religionsvitenskap, årsstudium",UIT,Tromsø,HISTORIE,ORDF,Hovedopptak,2021,0
186 917,"Ingeniør, prosessteknologi, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 917,"Ingeniør, prosessteknologi, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 924,Spansk- og latinamerikanske studier,UIT,Tromsø,SPRÅK,ORD,Hovedopptak,2021,0
186 924,Spansk- og latinamerikanske studier,UIT,Tromsø,SPRÅK,ORDF,Hovedopptak,2021,0
186 941,"Psykologi, profesjonsstudium",UIT,Tromsø,SAMFUNN,ORD,Hovedopptak,2021,65.5
186 941,"Psykologi, profesjonsstudium",UIT,Tromsø,SAMFUNN,ORDF,Hovedopptak,2021,57
186 953,Anvendt fysikk og matematikk,UIT,Tromsø,TEKNO - SIVING,ORD,Hovedopptak,2021,0
186 953,Anvendt fysikk og matematikk,UIT,Tromsø,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
186 956,"Ingeniør, satelitteknologi, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 956,"Ingeniør, satelitteknologi, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
189 030,Arkitekt,AHO,Oslo,TEKNO - ARKITEKT,ORD,Hovedopptak,2021,130.1
189 030,Arkitekt,AHO,Oslo,TEKNO - ARKITEKT,ORDF,Hovedopptak,2021,113.49
189 343,Design,AHO,Oslo,TEKNO - SIVING,ORD,Hovedopptak,2021,132.6
189 343,Design,AHO,Oslo,TEKNO - SIVING,ORDF,Hovedopptak,2021,127.63
189 732,Landskapsarkitektur,AHO,Oslo,TEKNO - ANNET,ORD,Hovedopptak,2021,148.07
189 732,Landskapsarkitektur,AHO,Oslo,TEKNO - ANNET,ORDF,Hovedopptak,2021,129.33
190 196,"Teologi, årsstudium",MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 196,"Teologi, årsstudium",MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
190 242,Samfunnsfag,MF,Oslo,SAMFUNN,ORD,Hovedopptak,2021,0
190 242,Samfunnsfag,MF,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,0
190 480,"Teologi, profesjonsstudium",MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 480,"Teologi, profesjonsstudium",MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
190 482,Samfunnsvitenskap,MF,Oslo,SAMFUNN,ORD,Hovedopptak,2021,0
190 482,Samfunnsvitenskap,MF,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,0
190 910,Religion,MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 910,Religion,MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
190 927,"Ungdom, kultur og trosopplæring",MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 927,"Ungdom, kultur og trosopplæring",MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
190 929,Religionsvitenskap,MF,Oslo,SAMFUNN,ORD,Hovedopptak,2021,0
190 929,Religionsvitenskap,MF,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,0
190 930,Globalisering og sosial bærekraft,MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 930,Globalisering og sosial bærekraft,MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
190 934,"Lektor, 8.-13. trinn, KRLE/rel. og etikk og samf.",MF,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
190 934,"Lektor, 8.-13. trinn, KRLE/rel. og etikk og samf.",MF,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
190 936,"Teologi, bachelor",MF,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
190 936,"Teologi, bachelor",MF,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
191 345,Siviløkonomutdanningen,NHH,Bergen,ØKADM,ORD,Hovedopptak,2021,58.3
191 345,Siviløkonomutdanningen,NHH,Bergen,ØKADM,ORDF,Hovedopptak,2021,54.5
192 199,Ettårig grunnstudium,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,57.4
192 199,Ettårig grunnstudium,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,55.2
192 230,Eiendom,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,56.8
192 230,Eiendom,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,47
192 233,Frie realfag,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,58.8
192 233,Frie realfag,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,47.3
192 298,Akvakultur,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,46.6
192 298,Akvakultur,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,44.9
192 299,Bioteknologi,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,56
192 299,Bioteknologi,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,56
192 310,Landskapsingeniør,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,57.3
192 310,Landskapsingeniør,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,50.1
192 321,Husdyrvitenskap,NMBU,Ås,LANDOGHAVBRUK,ORD,Hovedopptak,2021,0
192 321,Husdyrvitenskap,NMBU,Ås,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
192 322,Skogfag,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,52.9
192 322,Skogfag,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,45
192 327,Biologi,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,54.3
192 327,Biologi,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,52.9
192 332,Kjemi,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,52.6
192 332,Kjemi,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,49.5
192 369,Økonomi og administrasjon,NMBU,Ås,ØKADM,ORD,Hovedopptak,2021,50.8
192 369,Økonomi og administrasjon,NMBU,Ås,ØKADM,ORDF,Hovedopptak,2021,44.7
192 377,Miljø og naturressurser,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,50.8
192 377,Miljø og naturressurser,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,44.6
192 388,Økologi og naturforvaltning,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,56.3
192 388,Økologi og naturforvaltning,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,49.4
192 406,"Geomatikk: kart, satellitter og 3D-modellering, bachelor",NMBU,Ås,TEKNO - ANNET,ORD,Hovedopptak,2021,53.4
192 406,"Geomatikk: kart, satellitter og 3D-modellering, bachelor",NMBU,Ås,TEKNO - ANNET,ORDF,Hovedopptak,2021,0
192 468,Samfunnsøkonomi,NMBU,Ås,ØKADM,ORD,Hovedopptak,2021,52.3
192 468,Samfunnsøkonomi,NMBU,Ås,ØKADM,ORDF,Hovedopptak,2021,43.1
192 484,Internasjonale miljø- og utviklingsstudier,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,54
192 484,Internasjonale miljø- og utviklingsstudier,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,51.5
192 504,Dyrepleie,NMBU,Ås,HELSEFAG - VETERIN,ORD,Hovedopptak,2021,56.1
192 504,Dyrepleie,NMBU,Ås,HELSEFAG - VETERIN,ORDF,Hovedopptak,2021,48.9
192 732,Landskapsarkitektur,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,60.5
192 732,Landskapsarkitektur,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,54.4
192 759,Byggeteknikk og arkitektur,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,58
192 759,Byggeteknikk og arkitektur,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,51.4
192 766,"Maskin-, prosess- og produktutvikling",NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,51.8
192 766,"Maskin-, prosess- og produktutvikling",NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,42.4
192 767,Industriell økonomi,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,60.9
192 767,Industriell økonomi,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,54
192 772,Veterinærstudiet,NMBU,Ås,HELSEFAG - VETERIN,ORD,Hovedopptak,2021,64.8
192 772,Veterinærstudiet,NMBU,Ås,HELSEFAG - VETERIN,ORDF,Hovedopptak,2021,57.3
192 783,Kjemi og bioteknologi,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,54.5
192 783,Kjemi og bioteknologi,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,53.4
192 784,Miljøfysikk og fornybar energi,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,59.4
192 784,Miljøfysikk og fornybar energi,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,53.5
192 804,Datavitenskap,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,55.6
192 804,Datavitenskap,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,47.8
192 809,Vann- og miljøteknikk,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,52
192 809,Vann- og miljøteknikk,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
192 810,Anvendt robotikk,NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,51.2
192 810,Anvendt robotikk,NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,46.7
192 813,"Geomatikk: kart, satellitter og 3D-modellering, master",NMBU,Ås,TEKNO - SIVING,ORD,Hovedopptak,2021,51
192 813,"Geomatikk: kart, satellitter og 3D-modellering, master",NMBU,Ås,TEKNO - SIVING,ORDF,Hovedopptak,2021,0
192 835,Fornybar energi,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,54.6
192 835,Fornybar energi,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,48.8
192 842,Plantevitenskap,NMBU,Ås,LANDOGHAVBRUK,ORD,Hovedopptak,2021,0
192 842,Plantevitenskap,NMBU,Ås,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
192 843,"Lektor, 8.-13. trinn, realfag",NMBU,Ås,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,45.1
192 843,"Lektor, 8.-13. trinn, realfag",NMBU,Ås,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,45.5
192 857,Energi- og miljøfysikk,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,53.5
192 857,Energi- og miljøfysikk,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,50.3
192 948,Matvitenskap og ernæring,NMBU,Ås,REALFAG,ORD,Hovedopptak,2021,55.3
192 948,Matvitenskap og ernæring,NMBU,Ås,REALFAG,ORDF,Hovedopptak,2021,48.6
192 949,By- og regionplanlegging,NMBU,Ås,SAMFUNN,ORD,Hovedopptak,2021,58
192 949,By- og regionplanlegging,NMBU,Ås,SAMFUNN,ORDF,Hovedopptak,2021,49.5
194 003,"Ingeniør, bygg, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
194 003,"Ingeniør, bygg, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
194 004,"Ingeniør, data, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,53.9
194 004,"Ingeniør, data, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,49.9
194 005,"Ingeniør, elektro, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,46.1
194 005,"Ingeniør, elektro, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,44
194 009,"Ingeniør, kjemi",NTNU,Trondheim,TEKNO - INGENIØR,ORD,Hovedopptak,2021,52.7
194 009,"Ingeniør, kjemi",NTNU,Trondheim,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,53
194 012,"Ingeniør, maskin, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
194 012,"Ingeniør, maskin, Gjøvik",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
194 013,"Ingeniør, materialteknologi",NTNU,Trondheim,TEKNO - INGENIØR,ORD,Hovedopptak,2021,52
194 013,"Ingeniør, materialteknologi",NTNU,Trondheim,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,49
194 016,"Ingeniør, logistikk",NTNU,Trondheim,TEKNO - INGENIØR,ORD,Hovedopptak,2021,52
194 016,"Ingeniør, logistikk",NTNU,Trondheim,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,46.5
194 021,"Ingeniør, havbruk",NTNU,Trondheim,TEKNO - INGENIØR,ORD,Hovedopptak,2021,53.5
194 021,"Ingeniør, havbruk",NTNU,Trondheim,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,49.2
194 023,"Ingeniør, bygg, Ålesund",NTNU,Ålesund,TEKNO - INGENIØR,ORD,Hovedopptak,2021,40.6
194 023,"Ingeniør, bygg, Ålesund",NTNU,Ålesund,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,40
194 034,"Ingeniør, maskin, Trondheim",NTNU,Trondheim,TEKNO - INGENIØR,ORD,Hovedopptak,2021,52.5
194 034,"Ingeniør, maskin, Trondheim",NTNU,Trondheim,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,49.8
194 035,"Økonomi og administrasjon, Trondheim, bachelor",NTNU,Trondheim,ØKADM,ORD,Hovedopptak,2021,54.3
194 035,"Økonomi og administrasjon, Trondheim, bachelor",NTNU,Trondheim,ØKADM,ORDF,Hovedopptak,2021,51
194 046,Webutvikling,NTNU,Gjøvik,MEDIEFAG,ORD,Hovedopptak,2021,48.8
194 046,Webutvikling,NTNU,Gjøvik,MEDIEFAG,ORDF,Hovedopptak,2021,39.6
194 050,"Sykepleie, Gjøvik",NTNU,Gjøvik,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,46
194 050,"Sykepleie, Gjøvik",NTNU,Gjøvik,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,40.9
194 055,"Sykepleie, Trondheim",NTNU,Trondheim,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,54.8
194 055,"Sykepleie, Trondheim",NTNU,Trondheim,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,51.1
194 056,"Sykepleie, Ålesund",NTNU,Ålesund,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,46.4
194 056,"Sykepleie, Ålesund",NTNU,Ålesund,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,42.4
194 060,Vernepleie,NTNU,Trondheim,HELSEFAG - VERNEPL,ORD,Hovedopptak,2021,50.3
194 060,Vernepleie,NTNU,Trondheim,HELSEFAG - VERNEPL,ORDF,Hovedopptak,2021,44.6
194 067,"Ingeniør, bygg, fleksibel",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,58.8
194 067,"Ingeniør, bygg, fleksibel",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
194 069,"Ingeniør, maskin, fleksibel",NTNU,Gjøvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,50.5
194 069,"Ingeniør, maskin, fleksibel",NTNU,Gjøvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
194 070,Barnevern,NTNU,Trondheim,HELSEFAG - BARNEVER,ORD,Hovedopptak,2021,49.6
194 070,Barnevern,NTNU,Trondheim,HELSEFAG - BARNEVER,ORDF,Hovedopptak,2021,46.3
194 072,"Ingeniør, fornybar energi, Ålesund",NTNU,Ålesund,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
194 072,"Ingeniør, fornybar energi, Ålesund",NTNU,Ålesund,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
194 080,Sosialt arbeid,NTNU,Trondheim,HELSEFAG - SOSIONOM,ORD,Hovedopptak,2021,53.1
194 080,Sosialt arbeid,NTNU,Trondheim,HELSEFAG - SOSIONOM,ORDF,Hovedopptak,2021,49.5
194 083,"Grunnskolelærer, 5.-10. trinn, med norsk",NTNU,Trondheim,LÆRER - GRL5-10,ORD,Hovedopptak,2021,52.2
194 083,"Grunnskolelærer, 5.-10. trinn, med norsk",NTNU,Trondheim,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,49.3
194 084,"Grunnskolelærer, 1.-7. trinn",NTNU,Trondheim,LÆRER - GRL1-7,ORD,Hovedopptak,2021,46.1
194 084,"Grunnskolelærer, 1.-7. trinn",NTNU,Trondheim,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,45.7
194 085,Arkiv- og samlingsforvaltning,NTNU,Trondheim,SAMFUNN,ORD,Hovedopptak,2021,44.1
194 085,Arkiv- og samlingsforvaltning,NTNU,Trondheim,SAMFUNN,ORDF,Hovedopptak,2021,0
194 090,"Ingeniør, automatisering og intelligente systemer",NTNU,Ålesund,TEKNO - INGENIØR,ORD,Hovedopptak,2021,45.6
194 090,"Ingeniør, automatisering og intelligente systemer",NTNU,Ålesund,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,41.4
194 109,"Yrkesfaglærer, bygg- og anleggsteknikk",NTNU,Trondheim,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
194 123,"Yrkesfaglærer, helse- og oppvekstfag",NTNU,Trondheim,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
194 127,"Yrkesfaglærer, elektrofag",NTNU,Trondheim,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
194 129,"Yrkesfaglærer, teknikk og industriell produksjon",NTNU,Trondheim,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
194 136,"Medievitenskap, årsstudium",NTNU,Trondheim,MEDIEFAG,ORD,Hovedopptak,2021,47
194 136,"Medievitenskap, årsstudium",NTNU,Trondheim,MEDIEFAG,ORDF,Hovedopptak,2021,40.2
194 149,Grafisk design,NTNU,Gjøvik,MEDIEFAG,ORD,Hovedopptak,2021,51.7
194 149,Grafisk design,NTNU,Gjøvik,MEDIEFAG,ORDF,Hovedopptak,2021,47.3
194 160,"Økonomi og administrasjon, Gjøvik, årsstudium",NTNU,Gjøvik,ØKADM,ORD,Hovedopptak,2021,46.7
194 160,"Økonomi og administrasjon, Gjøvik, årsstudium",NTNU,Gjøvik,ØKADM,ORDF,Hovedopptak,2021,33.9
194 162,Økonomi og ledelse,NTNU,Ålesund,ØKADM,ORD,Hovedopptak,2021,51.9
194 162,Økonomi og ledelse,NTNU,Ålesund,ØKADM,ORDF,Hovedopptak,2021,40
194 163,Medisinsk og biologisk kjemi,NTNU,Trondheim,REALFAG,ORD,Hovedopptak,2021,67.6
194 163,Medisinsk og biologisk kjemi,NTNU,Trondheim,REALFAG,ORDF,Hovedopptak,2021,60.2
194 170,"Engelsk, årsstudium",NTNU,Trondheim,SPRÅK,ORD,Hovedopptak,2021,54.6
194 170,"Engelsk, årsstudium",NTNU,Trondheim,SPRÅK,ORDF,Hovedopptak,2021,45.2
