Lærested,Lærestedsnavn ,Studiekode,Studienavn,Studiested,Utdanningsområde- og type,Kvote,År,Opptaksfase,Poenggrense,Poenggrense + venteliste,Antall på venteliste,Antall studier per kvote i år
DMMH,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,253 529,"Barnehagelærer, flerkulturell forståelse",Trondheim,LÆRER - BHGLÆRER,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 195,Bibel og misjon,Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 196,Kristendomskunnskap,Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 329,"Kristendom, religion, livssyn og etikk (KRLE), nettbasert",Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 480,Teologi og misjon,Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 553,"Bible, Ministry and Mission",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 553,"Bible, Ministry and Mission",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 553,"Bible, Ministry and Mission",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 553,"Bible, Ministry and Mission",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 626,"Kristendom, religion, livssyn og etikk (KRLE)",Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 652,"Kristendomskunnskap, nettbasert",Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 653,"Kristendomskunnskap, deltid, nettbasert",Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 910,"Kristendom, religion, livssyn og etikk (KRLE), deltid, nettbasert",Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
FIH,Fjellhaug Internasjonale Høgskole,258 936,Praktisk teologi,Oslo,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORD,2019,Hovedopptak,43.7,43.7 (164),164,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORD,2019,Suppleringsopptak,43.3,43.3 (105),105,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORD,2020,Hovedopptak,43.7,43.7 (257),257,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORD,2020,Suppleringsopptak,43.7,43.7 (177),177,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORDF,2019,Hovedopptak,38.6,38.6 (98),98,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORDF,2019,Suppleringsopptak,38.2,38.2 (63),63,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORDF,2020,Hovedopptak,40.0,40.0 (149),149,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 050,Sykepleie,Molde,HELSEFAG - SYKEPL,ORDF,2020,Suppleringsopptak,39.7,39.7 (101),101,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 051,"Sykepleie, Kristiansund, deltid",Kristiansund,HELSEFAG - SYKEPL,ORD,2019,Hovedopptak,44.7,44.7 (106),106,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 051,"Sykepleie, Kristiansund, deltid",Kristiansund,HELSEFAG - SYKEPL,ORD,2019,Suppleringsopptak,44.1,44.1 (62),62,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 051,"Sykepleie, Kristiansund, deltid",Kristiansund,HELSEFAG - SYKEPL,ORDF,2019,Hovedopptak,36.3,36.3 (18),18,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 051,"Sykepleie, Kristiansund, deltid",Kristiansund,HELSEFAG - SYKEPL,ORDF,2019,Suppleringsopptak,32.2,32.2 (3),3,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORD,2019,Hovedopptak,46.0,46.0 (409),409,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORD,2019,Suppleringsopptak,46.0,46.0 (273),273,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORD,2020,Hovedopptak,45.6,45.6 (443),443,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORD,2020,Suppleringsopptak,45.6,45.6 (301),301,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORDF,2019,Hovedopptak,38.0,38.0 (125),125,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORDF,2019,Suppleringsopptak,37.6,37.6 (71),71,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORDF,2020,Hovedopptak,39.3,39.3 (161),161,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 060,Vernepleie,Molde,HELSEFAG - VERNEPL,ORDF,2020,Suppleringsopptak,39.2,39.2 (99),99,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 061,"Vernepleie, deltid",Molde,HELSEFAG - VERNEPL,ORD,2020,Hovedopptak,42.8,42.8 (106),106,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 061,"Vernepleie, deltid",Molde,HELSEFAG - VERNEPL,ORD,2020,Suppleringsopptak,42.7,42.7 (98),98,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 164,Bedriftsøkonomi,Molde,ØKADM,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 185,Idrett og adventure,Molde,IDRETT,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORD,2019,Hovedopptak,50.1,50.1 (223),223,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORD,2019,Suppleringsopptak,49.3,49.3 (137),137,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORD,2020,Hovedopptak,50.4,50.4 (335),335,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORD,2020,Suppleringsopptak,50.0,50.0 (189),189,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 187,"IT, nettbasert",Molde,INFOTEKN,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORD,2019,Hovedopptak,36.0,36.0 (9),9,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 189,IT,Molde,INFOTEKN,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 232,Personal- og organisasjonskunnskap,Molde,ØKADM,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 232,Personal- og organisasjonskunnskap,Molde,ØKADM,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 232,Personal- og organisasjonskunnskap,Molde,ØKADM,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 232,Personal- og organisasjonskunnskap,Molde,ØKADM,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 238,Statsvitenskap,Molde,SAMFUNN,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 238,Statsvitenskap,Molde,SAMFUNN,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 238,Statsvitenskap,Molde,SAMFUNN,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 238,Statsvitenskap,Molde,SAMFUNN,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORD,2019,Hovedopptak,39.7,39.7 (54),54,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORD,2019,Suppleringsopptak,38.6,38.6 (23),23,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORDF,2019,Hovedopptak,39.3,39.3 (36),36,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORDF,2019,Suppleringsopptak,38.8,38.8 (16),16,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 246,Jus,Molde,JUS,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORD,2019,Hovedopptak,38.1,38.1 (25),25,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HIM,"Høgskolen i Molde, Vitenskaplig høgskole i logistikk",211 292,Logistikk og Supply Chain Management,Molde,ØKADM,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
